"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"3655","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Jagdeesh Chand Balai","Payment Success","6000"
"3656","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Balu Lal Balai","Payment Success","2830"
"3657","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Ramesh Chand Sharma","Payment Success","3679"
"3658","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Seema Devi Basher","Payment Success","3679"
"3659","Punjab","Setting up of kitchen and pantries","WS/MP18158/2025-2026/237229","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","30-Jul-2026","Karanveer Singh","Payment Success","18000"
"3660","Punjab","Setting up of kitchen and pantries","WS/MP18158/2025-2026/237229","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","30-Jul-2026","Karanveer Singh","Payment Success","200"
"3661","Punjab","Setting up of kitchen and pantries","WS/MP18158/2025-2026/237229","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","30-Jul-2026","Mandeep Singh","Payment Success","10000"
"3662","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP021/2026-2027/192307","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","07-Aug-2026","BCS  ENTERPRISES","Payment Success","41924"
"3663","Telangana","Construction of public irrigation facilities","WS/MP18338/2025-2026/179195","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","21-Aug-2026","SAMA ABHISHEK REDDY","Payment Success","500000"
"3664","Haryana","Purchase of mobile sanitation equipment","WS/MP329/2026-2027/293972","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri  Dharambir Singh","BHIWANI MAHENDRAGARH","01-Aug-2026","Amar Agro Industries","Payment Success","68250"
"3665","Jammu And Kashmir","Development of public parks","WS/MP18260/2025-2026/239288","PULWAMA(Deputy Commissioner  Pulwama_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","29-Jul-2026","Mohd Rafiq Mir","Payment Success","223600"
"3666","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18260/2025-2026/261083","PULWAMA(Deputy Commissioner  Pulwama_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","29-Jul-2026","Ghulam Hassan Mir","Payment Success","120515"
"3667","Lakshadweep","Purchase of hospital equipment","WS/MP18279/2025-2026/213956","LAKSHADWEEP DISTRICT(COLLECTOR CUM DEV COMMISSIONER LAKSHADWEEP_IDA)","MUHAMMED HAMDULLAH SAYEED","LAKSHADWEEP(ST)","06-Aug-2026","Illumix LED Lighting Private Ltd","Payment Success","268000"
"3668","Nagaland","Creation of new ponds","WS/MP18391/2026-2027/283800","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","06-Aug-2026","Imtijungla","Payment Success","300000"
"3669","Nagaland","Creation of new ponds","WS/MP18391/2026-2027/283799","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","06-Aug-2026","Temsu Ao","Payment Success","400000"
"3670","Gujarat","Construction of additional rooms and halls in the existing public and community building","WS/MP18320/2025-2026/231624","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR","BANASKANTHA","01-Aug-2026","GODA GRAM PANCHAYAT","Payment Success","300000"
"3671","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18147/2025-2026/238096","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","NABA CHARAN MAJHI","MAYURBHANJ (ST)","27-Jul-2026","GOPAL NAYAK","Payment Success","500000"
"3672","Chhattisgarh","Construction of boundary walls of existing public and community buildings","WS/MP428/2026-2027/278461","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Santosh Pandey","RAJNANDGAON","07-Aug-2026","gram panchayat chamaray tolagaon","Payment Success","250000"
"3673","Chhattisgarh","Construction of boundary walls of existing public and community buildings","WS/MP428/2026-2027/275097","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey","RAJNANDGAON","04-Aug-2026","GRAM PANCHAYAT RAMHEPUR","Payment Success","100000"
"3674","Chhattisgarh","Construction of buildings for community cultural activities","WS/MP428/2026-2027/275087","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey","RAJNANDGAON","04-Aug-2026","GRAM PANCHAYAT MAGARWADA","Payment Success","250000"
"3675","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP428/2026-2027/275090","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey","RAJNANDGAON","27-Jul-2026","GRAM PANCHAYAT TARO","Payment Success","250000"
"3676","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP446/2026-2027/288629","CHHATARPUR(District Collector Chhatarpur_IDA)","Vishnu Dutt Sharma","KHAJURAHO","20-Aug-2026","GRAM PANCHAYAT PAHADI WAVAN","Payment Success","360000"
"3677","Odisha","Construction of community centers and community halls","WS/MP372/2025-2026/186032","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","Shri Bhartruhari Mahtab","CUTTACK","05-Aug-2026","SANTOSH KUMAR MALLICK","Payment Success","187121"
"3678","Maharashtra","Construction of community centers and community halls","WS/MP18134/2025-2026/182697","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","BHAUSAHEB RAJARAM WAKCHAURE","SHIRDI(SC)","03-Aug-2026","Pavan Ganesh Majur Sah Sanstha LTD Kharwandi","Payment Success","593193"
"3679","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP793/2025-2026/251910","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Kamlesh Paswan","BANSGAON(SC)","04-Aug-2026","HP ASSOCIATES","Payment Success","342436"
"3680","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP793/2025-2026/251916","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Kamlesh Paswan","BANSGAON(SC)","04-Aug-2026","HP ASSOCIATES","Payment Success","842048"
"3681","Madhya Pradesh","Fitting of Sitting RCC Benches in Public Places","WS/MP18103/2026-2027/277952","GWALIOR(DISTRICT COLLECTOR GWALIOR_IDA)","BHARAT SINGH KUSHWAH","GWALIOR","25-Aug-2026","A J CONSTRUCTION","Payment Success","559057"
"3682","Nagaland","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP18391/2026-2027/283796","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","01-Aug-2026","Sotisola Imkong","Payment Success","500000"
"3683","Nagaland","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18391/2026-2027/283793","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","01-Aug-2026","N Yona Konya","Payment Success","1000000"
"3684","Rajasthan","Development of public parks","WS/MP18168/2025-2026/260581","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","30-Jul-2026","mausam kumar","Payment Success","7410"
"3685","Rajasthan","Development of public parks","WS/MP18168/2025-2026/260581","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","30-Jul-2026","SEEMA","Payment Success","7410"
"3686","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18228/2026-2027/193576","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","PRIYA SAROJ","MACHHLISHAHR(SC)","03-Aug-2026","Pradeep Kumar","Payment Success","500000"
"3687","Rajasthan","Development of public parks","WS/MP18168/2025-2026/260581","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","30-Jul-2026","SUMAN DEVI","Payment Success","7410"
"3688","Rajasthan","Development of public parks","WS/MP18168/2025-2026/260581","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","30-Jul-2026","POORAN MAL","Payment Success","7410"
"3689","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP793/2025-2026/251917","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Kamlesh Paswan","BANSGAON(SC)","04-Aug-2026","MS SATYADEEP HEIGHTS","Payment Success","842166"
"3690","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP793/2025-2026/251896","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Kamlesh Paswan","BANSGAON(SC)","04-Aug-2026","MS SATYADEEP HEIGHTS","Payment Success","564158"
"3691","Rajasthan","Development of public parks","WS/MP18168/2025-2026/260581","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","30-Jul-2026","SAJNI DEVI","Payment Success","7410"
"3692","Rajasthan","Development of public parks","WS/MP18168/2025-2026/260581","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","30-Jul-2026","SATISH KUMAR","Payment Success","9750"
"3693","Rajasthan","Development of public parks","WS/MP18168/2025-2026/260581","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","30-Jul-2026","CHETAN BAIRWA","Payment Success","9750"
"3694","Rajasthan","Development of public parks","WS/MP18168/2025-2026/260581","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","30-Jul-2026","SHASHIKANT","Payment Success","3720"
"3695","Punjab","Construction of community centers and community halls","WS/MP18311/2025-2026/234406","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","27-Jul-2026","Anmol Kalia","Payment Success","140519"
"3696","Madhya Pradesh","Construction of community centers and community halls","WS/MP446/2026-2027/288515","CHHATARPUR(District Collector Chhatarpur_IDA)","Vishnu Dutt Sharma","KHAJURAHO","11-Aug-2026","GRAM PANCHAYAT SILON","Payment Success","300000"
"3697","Gujarat","Construction of public irrigation facilities","WS/MP577/2025-2026/229566","Dahod(DISTRICT COLLECTOR DOHAD_IDA)","Jaswantsinh Sumanbhai Bhabhor","DAHOD(ST)","23-Aug-2026","Gram Panchayat bhanpur","Payment Success","453542"
"3698","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP577/2025-2026/229548","Dahod(DISTRICT COLLECTOR DOHAD_IDA)","Jaswantsinh Sumanbhai Bhabhor","DAHOD(ST)","13-Aug-2026","Gram Panchayat bhanpur","Payment Success","243560"
"3699","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP577/2025-2026/229533","Dahod(DISTRICT COLLECTOR DOHAD_IDA)","Jaswantsinh Sumanbhai Bhabhor","DAHOD(ST)","23-Aug-2026","Gram Panchayat bhanpur","Payment Success","243359"
"3700","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP446/2026-2027/288625","CHHATARPUR(District Collector Chhatarpur_IDA)","Vishnu Dutt Sharma","KHAJURAHO","25-Aug-2026","GRAM PANCHAYAT NAYAGAON","Payment Success","360000"
"3701","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP446/2026-2027/288624","CHHATARPUR(District Collector Chhatarpur_IDA)","Vishnu Dutt Sharma","KHAJURAHO","21-Aug-2026","GRAM PANCHAYAT DHAWAD","Payment Success","600000"
"3702","Madhya Pradesh","Construction of buildings for community cultural activities","WS/MP638/2026-2027/236542","CHHATARPUR(District Collector Chhatarpur_IDA)","Virendra Kumar","TIKAMGARH(SC)","11-Aug-2026","GRAM PANCHAYAT BUDOUR","Payment Success","240000"
"3703","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18305/2025-2026/183305","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","E.T. MOHAMMED BASHEER","MALAPPURAM","01-Aug-2026","ABDUL NASAR M P","Payment Success","238462"
"3704","Gujarat","Construction of boundary walls of existing public and community buildings","WS/MP18320/2025-2026/231512","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR","BANASKANTHA","03-Aug-2026","VADIYA GRAM PANCHAYAT VADIYA","Payment Success","300000"
"3705","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","02-Aug-2026","Dev Narayan Construction  Company","Payment Success","375565"
"3706","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP826/2025-2026/258714","KALIMPONG(District Magistrate Kalimpong_IDA)","Raju Bista","DARJEELING","10-Aug-2026","MAHENDRA ADHIKARI","Payment Success","499735"
"3707","Chandigarh","Purchase of IT systems, including hardware and software for educational purposes","WS/MP18047/2026-2027/286674","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","06-Aug-2026","ULTIMATE SOLUTION","Payment Success","65000"
"3708","Chandigarh","Purchase of IT systems, including hardware and software for educational purposes","WS/MP18047/2026-2027/286674","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","06-Aug-2026","ULTIMATE SOLUTION","Payment Success","9000"
"3709","Chandigarh","Purchase of IT systems, including hardware and software for educational purposes","WS/MP18047/2026-2027/286674","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","MANISH TEWARI","CHANDIGARH","06-Aug-2026","AVICHAL TRADERS","Payment Success","925000"
"3710","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18173/2026-2027/241935","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","THARANIVENTHAN M S","ARANI","03-Aug-2026","KUMAR V","Payment Success","297283"
"3711","Andhra Pradesh","Construction of buildings for crèches and anganwadies","WS/MP529/2025-2026/215867","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","01-Aug-2026","Shaik Tajuddin Ahmed","Payment Success","499987"
"3712","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP529/2025-2026/215868","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","01-Aug-2026","Shaik Tajuddin Ahmed","Payment Success","499993"
"3713","Jammu And Kashmir","Installation of fixed garden gym equipment","WS/MP600/2025-2026/237445","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh","UDHAMPUR","05-Aug-2026","ANIRUDDHA ENTERPRISES","Payment Success","49900"
"3714","Jammu And Kashmir","Installation of fixed garden gym equipment","WS/MP600/2025-2026/237445","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh","UDHAMPUR","05-Aug-2026","ANIRUDDHA ENTERPRISES","Payment Success","38940"
"3715","Nagaland","Construction of boundary walls of existing public and community buildings","WS/MP18391/2026-2027/283802","MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA)","S SUPONGMEREN JAMIR","NAGALAND","06-Aug-2026","Imtinungsang","Payment Success","250000"
"3716","Jammu And Kashmir","Installation of fixed garden gym equipment","WS/MP600/2025-2026/237445","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh","UDHAMPUR","05-Aug-2026","SHIVAM ENTERPRISES","Payment Success","41760"
"3717","Jammu And Kashmir","Installation of fixed garden gym equipment","WS/MP600/2025-2026/237445","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh","UDHAMPUR","05-Aug-2026","SHIVAM ENTERPRISES","Payment Success","49560"
"3718","Jammu And Kashmir","Installation of fixed garden gym equipment","WS/MP600/2025-2026/237445","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh","UDHAMPUR","05-Aug-2026","SHIVAM ENTERPRISES","Payment Success","31860"
"3719","Jammu And Kashmir","Installation of fixed garden gym equipment","WS/MP600/2025-2026/237445","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh","UDHAMPUR","05-Aug-2026","JAMWAL AND  BROS","Payment Success","36240"
"3720","Jammu And Kashmir","Installation of fixed garden gym equipment","WS/MP600/2025-2026/237445","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh","UDHAMPUR","05-Aug-2026","JAMWAL AND  BROS","Payment Success","49900"
"3721","Odisha","Construction of community centers and community halls","WS/MP372/2025-2026/237405","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","10-Aug-2026","MAYADHAR BEHERA","Payment Success","300000"
"3722","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18423/2025-2026/199768","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Priyanka Gandhi Vadra","WAYANAD","07-Aug-2026","PAL CONSTRUCTIONS","Payment Success","438297"
"3723","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18086/2026-2027/238640","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","01-Aug-2026","Prasannakumar K S","Payment Success","223260"
"3724","Tamil Nadu","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP747/2026-2027/260750","VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA)","Manickam Tagore B","VIRUDHUNAGAR","04-Aug-2026","THANGARAJA S","Payment Success","999593"
